start,today,تاريخ النشاط,المحافظة,طبيعة الوصول,المنطقة الإدارية,المنطقة الفرعية,اسم القرية,هل يوجد دفتر عائلة,طبيعة العائلة,تاريخ طبيعة العائلة,بلد العودة,طبيعة السكن,عدد الأفراد في دفتر العائلة,عدد أفراد العائلة الفعلي,عدد الأفراد المعالين,عدد الأفراد المعيلين,هل عنوان السكن هو نفس منطقة التدخل؟,العنوان الحالي - المحافظة,العنوان الحالي - المنطقة,عنوان العائلة الأصلي (إذا كانت نازحة من قريبة أخرى).1,_id,_submission_time,_validation_status,_status,_index
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,4,4,0,نعم,,,,485569995,2025-05-25,,submitted_via_web,5454
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,4,1,نعم,,,,485571022,2025-05-25,,submitted_via_web,5455
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,5,5,5,1,نعم,,,,485571635,2025-05-25,,submitted_via_web,5456
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2013-05-01,,أستضافة,5,5,5,1,نعم,,,,485571638,2025-05-25,,submitted_via_web,5457
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2012-10-01,,أستضافة,9,9,9,1,نعم,,,,485571643,2025-05-25,,submitted_via_web,5458
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2014-05-01,,أجار,2,2,2,1,نعم,,,,485571647,2025-05-25,,submitted_via_web,5459
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,3,1,نعم,,,,485571652,2025-05-25,,submitted_via_web,5460
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2014-05-01,,أستضافة,8,6,6,1,نعم,,,,485571657,2025-05-25,,submitted_via_web,5461
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أجار,4,4,4,1,نعم,,,,485571662,2025-05-25,,submitted_via_web,5462
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,2,1,1,1,نعم,,,,485571669,2025-05-25,,submitted_via_web,5463
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أستضافة,5,5,5,1,نعم,,,,485571672,2025-05-25,,submitted_via_web,5464
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,لا,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,6,6,6,1,نعم,,,,485571677,2025-05-25,,submitted_via_web,5465
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أستضافة,5,5,5,1,نعم,,,,485571681,2025-05-25,,submitted_via_web,5466
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2005-01-01,,أستضافة,5,5,5,1,نعم,,,,485571684,2025-05-25,,submitted_via_web,5467
2025-05-24,2025-05-24,2025-05-24,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,3,3,3,1,نعم,,,,485571686,2025-05-25,,submitted_via_web,5468
2025-05-24,2025-05-24,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,5,4,1,1,نعم,,,,485571689,2025-05-25,,submitted_via_web,5469
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,5,5,3,2,نعم,,,,485571903,2025-05-25,,submitted_via_web,5470
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2012-05-01,,أستضافة,3,3,2,1,لا,طرطوس,بانياس,,485573038,2025-05-25,,submitted_via_web,5471
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,485573193,2025-05-25,,submitted_via_web,5472
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,أستضافة,13,13,11,22,نعم,,,,485573195,2025-05-25,,submitted_via_web,5473
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,5,4,4,0,نعم,,,,485573329,2025-05-25,,submitted_via_web,5474
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,أستضافة,2,2,2,0,نعم,,,,485573856,2025-05-25,,submitted_via_web,5475
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,5,1,نعم,,,,485573867,2025-05-25,,submitted_via_web,5476
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,12,9,6,3,نعم,,,,485573874,2025-05-25,,submitted_via_web,5477
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,5,5,4,1,نعم,,,,485573881,2025-05-25,,submitted_via_web,5478
2025-05-25,2025-05-25,2025-05-25,طرطوس,فريق جوال,تالين,كردية,الكردية,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,8,1,1,1,نعم,,,,485574356,2025-05-25,,submitted_via_web,5479
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2009-03-01,,أجار,6,6,5,1,نعم,,,,485574566,2025-05-25,,submitted_via_web,5480
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,11,11,10,1,لا,طرطوس,بانياس,,485574868,2025-05-25,,submitted_via_web,5481
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,3,2,نعم,,,,485575059,2025-05-25,,submitted_via_web,5482
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2020-04-01,,أخرى,6,6,6,1,لا,طرطوس,ريف بانياس,,485575349,2025-05-25,,submitted_via_web,5483
2025-05-25,2025-05-25,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أخرى,7,7,7,1,نعم,,,,485575354,2025-05-25,,submitted_via_web,5484
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,ملك,5,4,4,1,نعم,,,,485575355,2025-05-25,,submitted_via_web,5485
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2023-07-01,,أستضافة,4,4,4,1,لا,طرطوس,ريف بانياس,,485575359,2025-05-25,,submitted_via_web,5486
2025-05-25,2025-05-25,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,لا,طرطوس,ريف بانياس,,485575361,2025-05-25,,submitted_via_web,5487
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,9,7,7,1,لا,طرطوس,ريف بانياس,,485575362,2025-05-25,,submitted_via_web,5488
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,لا يوجد مسكن,11,1,1,0,نعم,,,,485575366,2025-05-25,,submitted_via_web,5489
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,10,5,5,1,لا,طرطوس,تالين,,485575370,2025-05-25,,submitted_via_web,5490
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2019-07-01,,أستضافة,7,7,7,1,نعم,,,,485575371,2025-05-25,,submitted_via_web,5491
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,3,3,3,1,نعم,,,,485575374,2025-05-25,,submitted_via_web,5492
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,3,1,نعم,,,,485575608,2025-05-25,,submitted_via_web,5493
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2018-05-01,,أستضافة,4,4,2,2,نعم,,,,485575611,2025-05-25,,submitted_via_web,5494
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,3,3,1,0,نعم,,,,485575788,2025-05-25,,submitted_via_web,5495
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2014-05-01,,أستضافة,6,6,1,0,نعم,,,,485575791,2025-05-25,,submitted_via_web,5496
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,3,1,0,لا,طرطوس,الروضة,,485575808,2025-05-25,,submitted_via_web,5497
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,ملك,5,2,1,0,لا,طرطوس,الروضة,,485575813,2025-05-25,,submitted_via_web,5498
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,1,0,نعم,,,,485575886,2025-05-25,,submitted_via_web,5499
2025-05-25,2025-05-25,2025-05-25,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,أستضافة,4,1,1,1,نعم,,,,485576506,2025-05-25,,submitted_via_web,5500
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,4,1,نعم,,,,485576645,2025-05-25,,submitted_via_web,5501
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,7,14,6,1,لا,طرطوس,بانياس,,485577612,2025-05-25,,submitted_via_web,5502
2025-05-25,2025-05-25,,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,أستضافة,3,2,1,1,لا,طرطوس,ريف بانياس,,485577766,2025-05-25,,submitted_via_web,5503
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,3,2,نعم,,,,485578474,2025-05-25,,submitted_via_web,5504
2025-05-25,2025-05-25,2025-05-25,طرطوس,فريق جوال,تالين,كردية,الكردية,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,5,4,4,1,نعم,,,,485578486,2025-05-25,,submitted_via_web,5505
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,1,1,1,0,نعم,,,,485578635,2025-05-25,,submitted_via_web,5506
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,2,2,1,1,نعم,,,,485578723,2025-05-25,,submitted_via_web,5507
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,5,1,لا,طرطوس,ريف بانياس,,485578729,2025-05-25,,submitted_via_web,5508
2025-05-25,2025-05-25,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2015-05-01,,أجار,5,5,4,1,نعم,,,,485578735,2025-05-25,,submitted_via_web,5509
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-01-01,,أجار,6,9,8,1,لا,طرطوس,ريف بانياس,,485578741,2025-05-25,,submitted_via_web,5510
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-02-01,,أجار,11,7,5,2,نعم,,,,485579161,2025-05-25,,submitted_via_web,5511
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,4,4,2,2,نعم,,,,485579311,2025-05-25,,submitted_via_web,5512
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,7,5,2,لا,طرطوس,ريف بانياس,,485579612,2025-05-25,,submitted_via_web,5513
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,2,8,8,8,نعم,,,,485581164,2025-05-25,,submitted_via_web,5514
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2011-05-01,,أجار,10,2,1,1,نعم,,,,485581244,2025-05-25,,submitted_via_web,5515
2025-05-25,2025-05-25,2025-05-25,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,3,3,2,1,نعم,,,,485581536,2025-05-25,,submitted_via_web,5516
2025-05-25,2025-05-25,,طرطوس,داخل المركز,,,,لا,نازح داخلي,2025-04-01,,أستضافة,4,4,3,1,لا,طرطوس,ريف بانياس,,485582389,2025-05-25,,submitted_via_web,5517
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2019-05-01,,أستضافة,11,3,2,1,نعم,,,,485582778,2025-05-25,,submitted_via_web,5518
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,3,3,3,1,نعم,,,,485583143,2025-05-25,,submitted_via_web,5519
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,3,2,1,1,نعم,,,,485583733,2025-05-25,,submitted_via_web,5520
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,لا,طرطوس,الروضة,,485583736,2025-05-25,,submitted_via_web,5521
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,14,14,14,14,نعم,,,,485584125,2025-05-25,,submitted_via_web,5522
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2019-05-01,,أستضافة,4,4,3,1,نعم,,,,485584711,2025-05-25,,submitted_via_web,5523
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,4,1,نعم,,,,485585543,2025-05-25,,submitted_via_web,5524
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أجار,6,5,4,1,نعم,,,,485585605,2025-05-25,,submitted_via_web,5525
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,1,1,1,نعم,,,,485585608,2025-05-25,,submitted_via_web,5526
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,485585612,2025-05-25,,submitted_via_web,5527
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,2,2,1,1,نعم,,,,485585670,2025-05-25,,submitted_via_web,5528
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,2,2,1,1,نعم,,,,485585674,2025-05-25,,submitted_via_web,5529
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,10,3,2,1,نعم,,,,485585678,2025-05-25,,submitted_via_web,5530
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,2,2,1,1,نعم,,,,485585682,2025-05-25,,submitted_via_web,5531
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,7,5,4,1,نعم,,,,485585688,2025-05-25,,submitted_via_web,5532
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,485585692,2025-05-25,,submitted_via_web,5533
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,2,1,نعم,,,,485585697,2025-05-25,,submitted_via_web,5534
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,5,1,نعم,,,,485585759,2025-05-25,,submitted_via_web,5535
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-01-01,,أستضافة,2,2,1,1,نعم,,,,485585762,2025-05-25,,submitted_via_web,5536
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,ملك,2,2,1,1,نعم,,,,485585766,2025-05-25,,submitted_via_web,5537
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,3,1,نعم,,,,485585768,2025-05-25,,submitted_via_web,5538
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,لا يوجد مسكن,3,3,2,1,نعم,,,,485585770,2025-05-25,,submitted_via_web,5539
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,485585774,2025-05-25,,submitted_via_web,5540
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,3,1,نعم,,,,485585776,2025-05-25,,submitted_via_web,5541
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,7,6,5,1,نعم,,,,485585778,2025-05-25,,submitted_via_web,5542
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,6,1,1,1,نعم,,,,485585782,2025-05-25,,submitted_via_web,5543
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,3,1,نعم,,,,485585784,2025-05-25,,submitted_via_web,5544
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,9,3,2,1,نعم,,,,485585825,2025-05-25,,submitted_via_web,5545
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,لا يوجد مسكن,6,6,5,1,نعم,,,,485585829,2025-05-25,,submitted_via_web,5546
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,9,9,8,1,نعم,,,,485585833,2025-05-25,,submitted_via_web,5547
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,7,5,4,1,نعم,,,,485585836,2025-05-25,,submitted_via_web,5548
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,أستضافة,8,6,6,1,لا,طرطوس,العنازة,,485585867,2025-05-25,,submitted_via_web,5549
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,لا,طرطوس,ريف بانياس,,485585872,2025-05-25,,submitted_via_web,5550
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,10,10,9,1,نعم,,,,485585885,2025-05-25,,submitted_via_web,5551
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,5,5,4,1,نعم,,,,485585892,2025-05-25,,submitted_via_web,5552
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,9,4,3,1,نعم,,,,485585897,2025-05-25,,submitted_via_web,5553
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,لا يوجد مسكن,11,11,10,1,نعم,,,,485585911,2025-05-25,,submitted_via_web,5554
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2015-12-01,,أستضافة,2,2,2,1,نعم,,,,485586151,2025-05-25,,submitted_via_web,5555
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2020-05-01,,أستضافة,9,6,5,1,نعم,,,,485588144,2025-05-25,,submitted_via_web,5556
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2015-05-01,,ملك,5,7,5,2,نعم,,,,485588291,2025-05-25,,submitted_via_web,5557
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,لا,طرطوس,ريف بانياس,,485588405,2025-05-25,,submitted_via_web,5558
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,6,6,5,1,نعم,,,,485589231,2025-05-25,,submitted_via_web,5559
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,أجار,4,4,4,1,نعم,,,,485589334,2025-05-25,,submitted_via_web,5560
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2019-05-01,,أستضافة,5,2,2,0,نعم,,,,485589356,2025-05-25,,submitted_via_web,5561
2025-05-25,2025-05-25,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2015-05-01,,أستضافة,3,3,1,0,لا,طرطوس,ريف بانياس,,485589811,2025-05-25,,submitted_via_web,5562
2025-05-25,2025-05-25,2025-05-06,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2015-05-01,,أجار,3,3,1,0,لا,طرطوس,ريف بانياس,,485589817,2025-05-25,,submitted_via_web,5563
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,1,0,لا,طرطوس,بانياس,,485589880,2025-05-25,,submitted_via_web,5564
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,3,3,0,نعم,,,,485590406,2025-05-25,,submitted_via_web,5565
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,4,3,1,لا,طرطوس,ريف بانياس,,485590606,2025-05-25,,submitted_via_web,5566
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,3,3,2,1,لا,طرطوس,بانياس,,485590610,2025-05-25,,submitted_via_web,5567
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أخرى,13,4,3,1,لا,طرطوس,ريف بانياس,,485590616,2025-05-25,,submitted_via_web,5568
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,2,2,1,1,لا,طرطوس,بانياس,,485590625,2025-05-25,,submitted_via_web,5569
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,3,1,لا,طرطوس,ريف بانياس,,485590630,2025-05-25,,submitted_via_web,5570
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أخرى,4,3,2,1,لا,طرطوس,ريف بانياس,,485590640,2025-05-25,,submitted_via_web,5571
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أخرى,10,4,3,1,لا,طرطوس,بانياس,,485590649,2025-05-25,,submitted_via_web,5572
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,2,2,0,لا,طرطوس,ريف بانياس,,485590656,2025-05-25,,submitted_via_web,5573
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-12-01,,أجار,12,12,1,10,لا,طرطوس,بانياس,,485590667,2025-05-25,,submitted_via_web,5574
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,2,2,1,1,لا,طرطوس,بانياس,,485590673,2025-05-25,,submitted_via_web,5575
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,3,1,لا,طرطوس,ريف بانياس,,485590676,2025-05-25,,submitted_via_web,5576
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,4,1,نعم,,,,485591832,2025-05-25,,submitted_via_web,5577
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-05-01,,أستضافة,4,4,3,1,لا,طرطوس,ريف بانياس,,485592271,2025-05-25,,submitted_via_web,5578
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,6,1,نعم,,,,485592446,2025-05-25,,submitted_via_web,5579
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2018-05-01,,أستضافة,13,11,10,1,نعم,,,,485593207,2025-05-25,,submitted_via_web,5580
2025-05-25,2025-05-25,2025-05-25,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,485593520,2025-05-25,,submitted_via_web,5581
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,4,3,1,نعم,,,,485594019,2025-05-25,,submitted_via_web,5582
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2014-04-01,,أجار,7,4,4,2,نعم,,,,485595114,2025-05-25,,submitted_via_web,5583
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,5,5,4,2,لا,طرطوس,بانياس,,485596053,2025-05-25,,submitted_via_web,5584
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,3,3,3,0,نعم,,,,485596076,2025-05-25,,submitted_via_web,5585
2025-05-25,2025-05-25,2025-05-25,طرطوس,متطوعي الوصول,,,,نعم,مجتمع مضيف,,,ملك,2,2,1,1,نعم,,,,485598135,2025-05-25,,submitted_via_web,5586
2025-05-25,2025-05-25,2025-05-25,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2015-02-01,,أستضافة,6,6,5,1,نعم,,,,485598358,2025-05-25,,submitted_via_web,5587
