start,today,تاريخ النشاط,المحافظة,طبيعة الوصول,المنطقة الإدارية,المنطقة الفرعية,اسم القرية,هل يوجد دفتر عائلة,طبيعة العائلة,تاريخ طبيعة العائلة,بلد العودة,طبيعة السكن,عدد الأفراد في دفتر العائلة,عدد أفراد العائلة الفعلي,عدد الأفراد المعالين,عدد الأفراد المعيلين,هل عنوان السكن هو نفس منطقة التدخل؟,العنوان الحالي - المحافظة,العنوان الحالي - المنطقة,عنوان العائلة الأصلي (إذا كانت نازحة من قريبة أخرى).1,_id,_submission_time,_validation_status,_status,_index
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,4,1,نعم,,,,481020835,2025-05-18,,submitted_via_web,2401
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,6,6,5,1,نعم,,,,481021068,2025-05-18,,submitted_via_web,2402
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,13,13,13,5,نعم,,,,481021109,2025-05-18,,submitted_via_web,2403
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,7,6,1,نعم,,,,481021365,2025-05-18,,submitted_via_web,2404
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,3,1,نعم,,,,481021580,2025-05-18,,submitted_via_web,2405
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,3,2,1,نعم,,,,481021917,2025-05-18,,submitted_via_web,2406
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-01-01,,ملك,5,3,3,1,نعم,,,,481022237,2025-05-18,,submitted_via_web,2407
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,4,4,3,1,نعم,,,,481022330,2025-05-18,,submitted_via_web,2408
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,نعم,,,,481022961,2025-05-18,,submitted_via_web,2409
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,4,0,نعم,,,,481023157,2025-05-18,,submitted_via_web,2410
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-02-01,,أجار,9,9,9,1,نعم,,,,481024106,2025-05-18,,submitted_via_web,2411
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,ملك,7,3,1,1,نعم,,,,481024214,2025-05-18,,submitted_via_web,2412
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,481024522,2025-05-18,,submitted_via_web,2413
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,481024525,2025-05-18,,submitted_via_web,2414
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,2,2,2,0,نعم,,,,481025409,2025-05-18,,submitted_via_web,2415
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,بانياس,بانياس,حمام واصل,نعم,مجتمع مضيف,,,أستضافة,3,3,2,1,نعم,,,,481025860,2025-05-18,,submitted_via_web,2416
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,4,0,نعم,,,,481026268,2025-05-18,,submitted_via_web,2417
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,6,0,نعم,,,,481026389,2025-05-18,,submitted_via_web,2418
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,11,11,11,1,نعم,,,,481026775,2025-05-18,,submitted_via_web,2419
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,3,3,3,1,نعم,,,,481027308,2025-05-18,,submitted_via_web,2420
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,ملك,5,5,1,1,نعم,,,,481028069,2025-05-18,,submitted_via_web,2421
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,6,6,6,0,نعم,,,,481028469,2025-05-18,,submitted_via_web,2422
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,6,6,5,1,لا,طرطوس,بانياس,,481028746,2025-05-18,,submitted_via_web,2423
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,2,1,1,نعم,,,,481029090,2025-05-18,,submitted_via_web,2424
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,481029095,2025-05-18,,submitted_via_web,2425
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,2,1,نعم,,,,481029103,2025-05-18,,submitted_via_web,2426
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,7,2,2,0,نعم,,,,481029597,2025-05-18,,submitted_via_web,2427
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,6,5,5,0,نعم,,,,481029717,2025-05-18,,submitted_via_web,2428
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,14,3,3,1,نعم,,,,481029900,2025-05-18,,submitted_via_web,2429
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,11,11,1,1,نعم,,,,481029997,2025-05-18,,submitted_via_web,2430
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,6,1,نعم,,,,481031138,2025-05-18,,submitted_via_web,2431
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,3,1,نعم,,,,481031323,2025-05-18,,submitted_via_web,2432
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,4,4,4,1,نعم,,,,481031354,2025-05-18,,submitted_via_web,2433
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,نعم,,,,481031372,2025-05-18,,submitted_via_web,2434
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,4,4,1,لا,طرطوس,ريف بانياس,,481031383,2025-05-18,,submitted_via_web,2435
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2022-01-01,,أجار,3,3,3,1,لا,طرطوس,بانياس,,481031405,2025-05-18,,submitted_via_web,2436
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2013-04-01,,أجار,7,7,6,1,نعم,,,,481031411,2025-05-18,,submitted_via_web,2437
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,4,4,1,1,نعم,,,,481031425,2025-05-18,,submitted_via_web,2438
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,12,4,4,0,نعم,,,,481031434,2025-05-18,,submitted_via_web,2439
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,8,2,2,0,لا,طرطوس,ريف بانياس,,481031440,2025-05-18,,submitted_via_web,2440
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,لا,طرطوس,بانياس,,481031447,2025-05-18,,submitted_via_web,2441
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,أجار,2,2,2,0,نعم,,,,481031451,2025-05-18,,submitted_via_web,2442
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,4,1,نعم,,,,481031455,2025-05-18,,submitted_via_web,2443
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,7,6,6,1,نعم,,,,481031468,2025-05-18,,submitted_via_web,2444
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2024-12-01,,أستضافة,4,4,4,1,لا,طرطوس,بانياس,,481031471,2025-05-18,,submitted_via_web,2445
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,4,1,لا,طرطوس,العنازة,,481031473,2025-05-18,,submitted_via_web,2446
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,5,5,1,لا,طرطوس,بانياس,,481031490,2025-05-18,,submitted_via_web,2447
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,3,3,3,1,لا,طرطوس,ريف بانياس,,481031522,2025-05-18,,submitted_via_web,2448
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,3,1,لا,طرطوس,ريف بانياس,,481031531,2025-05-18,,submitted_via_web,2449
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,481032093,2025-05-18,,submitted_via_web,2450
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,14,6,5,1,نعم,,,,481032095,2025-05-18,,submitted_via_web,2451
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أجار,6,6,5,1,نعم,,,,481032240,2025-05-18,,submitted_via_web,2452
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,7,1,1,0,نعم,,,,481032386,2025-05-18,,submitted_via_web,2453
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أستضافة,5,5,1,1,نعم,,,,481032618,2025-05-18,,submitted_via_web,2454
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-05-01,,أجار,5,5,5,1,نعم,,,,481033117,2025-05-18,,submitted_via_web,2455
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,6,6,4,2,نعم,,,,481033341,2025-05-18,,submitted_via_web,2456
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,ملك,8,5,5,1,نعم,,,,481033344,2025-05-18,,submitted_via_web,2457
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-04-01,,ملك,5,5,4,1,نعم,,,,481033550,2025-05-18,,submitted_via_web,2458
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,نعم,,,,481033874,2025-05-18,,submitted_via_web,2459
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,بانياس,بانياس,المروج,نعم,نازح داخلي,2025-03-01,,أستضافة,4,4,2,2,نعم,,,,481034080,2025-05-18,,submitted_via_web,2460
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,ملك,7,7,1,1,نعم,,,,481034123,2025-05-18,,submitted_via_web,2461
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,2,1,1,نعم,,,,481034417,2025-05-18,,submitted_via_web,2462
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,4,3,1,نعم,,,,481034420,2025-05-18,,submitted_via_web,2463
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-02-01,,أستضافة,3,3,3,1,نعم,,,,481034463,2025-05-18,,submitted_via_web,2464
2025-05-18,2025-05-18,,طرطوس,فريق جوال,بانياس,بانياس,حي القصور,لا,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,4,5,4,1,نعم,,,,481034619,2025-05-18,,submitted_via_web,2465
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,بانياس,بانياس,حي القصور,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,4,2,1,1,لا,طرطوس,بانياس,,481034634,2025-05-18,,submitted_via_web,2466
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,بانياس,بانياس,حي القصور,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,5,2,1,1,نعم,,,,481034641,2025-05-18,,submitted_via_web,2467
2025-04-16,2025-04-16,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,481034961,2025-05-18,,submitted_via_web,2468
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,4,0,نعم,,,,481035226,2025-05-18,,submitted_via_web,2469
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,11,11,10,1,نعم,,,,481035264,2025-05-18,,submitted_via_web,2470
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,6,2,2,1,نعم,,,,481035270,2025-05-18,,submitted_via_web,2471
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,481035458,2025-05-18,,submitted_via_web,2472
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أستضافة,7,7,1,1,نعم,,,,481035548,2025-05-18,,submitted_via_web,2473
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,بانياس,بانياس,حي القصور,نعم,مجتمع مضيف,,,ملك,4,2,1,1,نعم,,,,481035630,2025-05-18,,submitted_via_web,2474
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2024-12-01,,ملك,5,7,7,0,نعم,,,,481035705,2025-05-18,,submitted_via_web,2475
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,3,1,1,نعم,,,,481035873,2025-05-18,,submitted_via_web,2476
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2011-05-01,,أجار,4,4,3,1,لا,طرطوس,بانياس,,481035874,2025-05-18,,submitted_via_web,2477
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,9,9,1,نعم,,,,481036578,2025-05-18,,submitted_via_web,2478
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,2,2,1,1,نعم,,,,481036700,2025-05-18,,submitted_via_web,2479
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أجار,8,8,7,1,نعم,,,,481037144,2025-05-18,,submitted_via_web,2480
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,ملك,6,6,1,1,نعم,,,,481037216,2025-05-18,,submitted_via_web,2481
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,5,5,4,1,لا,طرطوس,بانياس,,481037358,2025-05-18,,submitted_via_web,2482
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,6,1,لا,طرطوس,ريف بانياس,,481037362,2025-05-18,,submitted_via_web,2483
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,4,4,4,1,نعم,,,,481037364,2025-05-18,,submitted_via_web,2484
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,15,2,2,1,نعم,,,,481037372,2025-05-18,,submitted_via_web,2485
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,12,2,2,1,لا,طرطوس,ريف بانياس,,481037376,2025-05-18,,submitted_via_web,2486
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,12,1,1,1,لا,طرطوس,ريف بانياس,,481037382,2025-05-18,,submitted_via_web,2487
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,5,1,نعم,,,,481037384,2025-05-18,,submitted_via_web,2488
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2024-04-01,,أستضافة,5,5,4,1,نعم,,,,481037391,2025-05-18,,submitted_via_web,2489
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,12,3,3,1,نعم,,,,481037565,2025-05-18,,submitted_via_web,2490
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,5,5,5,1,نعم,,,,481037887,2025-05-18,,submitted_via_web,2491
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,6,6,2,4,نعم,,,,481038062,2025-05-18,,submitted_via_web,2492
2025-04-16,2025-04-16,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2023-12-01,,أجار,5,5,4,1,نعم,,,,481038410,2025-05-18,,submitted_via_web,2493
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أجار,7,7,7,1,نعم,,,,481038526,2025-05-18,,submitted_via_web,2494
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-01-01,,أستضافة,3,10,10,1,نعم,,,,481038535,2025-05-18,,submitted_via_web,2495
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أستضافة,9,9,1,1,نعم,,,,481038756,2025-05-18,,submitted_via_web,2496
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,4,4,3,1,نعم,,,,481038818,2025-05-18,,submitted_via_web,2497
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,4,4,0,0,نعم,,,,481038972,2025-05-18,,submitted_via_web,2498
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,بانياس,بانياس,الدي,نعم,مجتمع مضيف,,,أجار,6,4,1,3,نعم,,,,481038983,2025-05-18,,submitted_via_web,2499
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,481039082,2025-05-18,,submitted_via_web,2500
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,1,4,نعم,,,,481039395,2025-05-18,,submitted_via_web,2501
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2020-05-01,,أجار,4,4,3,1,لا,طرطوس,بانياس,,481039466,2025-05-18,,submitted_via_web,2502
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,4,1,نعم,,,,481039752,2025-05-18,,submitted_via_web,2503
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2020-03-01,,أجار,14,8,8,2,نعم,,,,481039836,2025-05-18,,submitted_via_web,2504
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,10,10,1,9,نعم,,,,481039963,2025-05-18,,submitted_via_web,2505
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,8,2,1,1,نعم,,,,481040137,2025-05-18,,submitted_via_web,2506
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,لا يوجد مسكن,12,8,7,1,نعم,,,,481040224,2025-05-18,,submitted_via_web,2507
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أستضافة,4,4,1,1,نعم,,,,481040624,2025-05-18,,submitted_via_web,2508
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,ملك,5,2,1,1,نعم,,,,481040682,2025-05-18,,submitted_via_web,2509
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2014-05-01,,أجار,11,11,11,2,نعم,,,,481040793,2025-05-18,,submitted_via_web,2510
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,3,0,نعم,,,,481040961,2025-05-18,,submitted_via_web,2511
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,بانياس,بانياس,خربة السناسل,نعم,مجتمع مضيف,,,أجار,4,6,1,5,نعم,,,,481041341,2025-05-18,,submitted_via_web,2512
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,3,1,نعم,,,,481041351,2025-05-18,,submitted_via_web,2513
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,2,2,نعم,,,,481041485,2025-05-18,,submitted_via_web,2514
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أجار,9,3,3,1,نعم,,,,481041723,2025-05-18,,submitted_via_web,2515
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,3,3,3,0,نعم,,,,481041849,2025-05-18,,submitted_via_web,2516
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2012-05-01,,أجار,7,7,7,1,نعم,,,,481041898,2025-05-18,,submitted_via_web,2517
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,6,6,5,1,نعم,,,,481042013,2025-05-18,,submitted_via_web,2518
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2013-05-01,,أستضافة,4,4,3,1,نعم,,,,481042017,2025-05-18,,submitted_via_web,2519
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أستضافة,1,1,0,0,نعم,,,,481042236,2025-05-18,,submitted_via_web,2520
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,10,3,1,3,نعم,,,,481042327,2025-05-18,,submitted_via_web,2521
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,4,4,3,1,نعم,,,,481042334,2025-05-18,,submitted_via_web,2522
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أستضافة,7,7,1,1,نعم,,,,481042565,2025-05-18,,submitted_via_web,2523
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,0,نعم,,,,481042729,2025-05-18,,submitted_via_web,2524
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,3,1,نعم,,,,481042848,2025-05-18,,submitted_via_web,2525
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,لاجئ عائد (من خارج القطر),2024-12-01,بانياس,أجار,5,5,4,1,نعم,,,,481043100,2025-05-18,,submitted_via_web,2526
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,4,0,نعم,,,,481043300,2025-05-18,,submitted_via_web,2527
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2017-05-01,,أستضافة,7,6,6,1,نعم,,,,481043495,2025-05-18,,submitted_via_web,2528
2025-05-18,2025-05-18,2025-05-18,طرطوس,فريق جوال,بانياس,بانياس,حي القوز,نعم,مجتمع مضيف,,,ملك,4,4,1,3,نعم,,,,481043766,2025-05-18,,submitted_via_web,2529
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,لا,نازح داخلي,2024-05-01,,أجار,9,7,5,2,نعم,,,,481043790,2025-05-18,,submitted_via_web,2530
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,1,1,0,0,نعم,,,,481044202,2025-05-18,,submitted_via_web,2531
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-05-01,,أجار,7,7,1,1,نعم,,,,481044250,2025-05-18,,submitted_via_web,2532
2025-05-18,2025-05-18,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,6,0,نعم,,,,481044508,2025-05-18,,submitted_via_web,2533
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,لا,نازح داخلي,2024-05-01,,أجار,6,6,5,1,نعم,,,,481044833,2025-05-18,,submitted_via_web,2534
2025-05-18,2025-05-18,2025-05-18,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,3,1,3,نعم,,,,481044866,2025-05-18,,submitted_via_web,2535
